domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance,distance_used,S_k,slope_k,alpha_i,gamma_k,log_price_latent,sale_prob,sold,log_price_obs,price_obs
besthotel.com,besthotel,.com,1,9,0,0,1,hotel,0,3.417300691678643,0.1799384790610809,0.2102432648340861,0.2102432648340861,0.6693845056526838,-1.6024460550874156,0.04602003588190826,1.7715092583958938,1.9255472079561609,0.3425126451730282,0,,
elitehotel.ai,elitehotel,.ai,0,10,0,0,1,hotel,0,3.879993587908401,0.389658556997968,0.2843420704205831,0.2843420704205831,0.6693845056526838,-1.6024460550874156,0.09038008816294331,1.7173140515106364,0.8467711287874706,0.19666655287300852,0,,
instanthotelapp.com,instanthotelapp,.com,1,15,0,0,1,hotel,0,1.9297877541710795,0.5236192567972782,0.3105934460957845,0.3105934460957845,0.6693845056526838,-1.6024460550874156,0.5476513075844665,1.6063035332753641,1.9307437629626212,0.34333229050794645,0,,
simple-hotel-pro1.com,simple-hotel-pro1,.com,1,17,1,1,3,hotel,0,4.870299700118683,0.4803681611072787,0.3854711850484212,0.3854711850484212,0.6693845056526838,-1.6024460550874156,-0.12661966710545994,1.8145901535502642,1.2223947004236762,0.24152740738082562,1,1.2668938312215385,3.5498091135887035
simplehotelplus.com,simplehotelplus,.com,1,15,0,0,1,hotel,0,1.2251802335939046,0.2313823663197459,0.3558975458145141,0.3558975458145141,0.6693845056526838,-1.6024460550874156,-0.3293927335737354,1.7646696075615713,0.8028119839807917,0.19185034992575417,0,,
fasthotel360.com,fasthotel360,.com,1,12,0,1,1,hotel,0,3.1910567157919902,0.4947695160331768,0.3137537837028503,0.3137537837028503,0.6693845056526838,-1.6024460550874156,-0.15699747280992402,1.677426396706069,1.1375460550547545,0.2308145077591777,0,,
myhotelportal.com,myhotelportal,.com,1,13,0,0,1,hotel,0,1.605427827325176,0.2112091983054484,0.3698942065238952,0.3698942065238952,0.6693845056526838,-1.6024460550874156,0.15831688272509853,1.713059568775102,1.45559479177467,0.2726768175793633,0,,
instanthotelhub.com,instanthotelhub,.com,1,15,0,0,1,hotel,0,2.24543290944366,0.6842342963404184,0.330004890759786,0.330004890759786,0.6693845056526838,-1.6024460550874156,-0.54801567526318,1.6154540522996,1.200464414227632,0.23872636071546136,1,1.2430565187266605,3.4661917701886584
localhotelsolutions.co,localhotelsolutions,.co,0,19,0,0,1,hotel,0,3.415893855814926,0.6279206910583869,0.4758427540461222,0.4758427540461222,0.6693845056526838,-1.6024460550874156,0.2231148159278925,1.6534747942999148,1.4377354930907533,0.270204524325151,0,,
onlinehotelpro.net,onlinehotelpro,.net,0,14,0,0,1,hotel,0,1.981297594528019,0.1890884881330978,0.3568323453267416,0.3568323453267416,0.6693845056526838,-1.6024460550874156,-0.1885699611662101,1.692482696813576,0.36992142075448525,0.14917897880461908,0,,
hotelelite.com,hotelelite,.com,1,10,0,0,1,hotel,0,2.636010693804072,0.1389713645082775,0.2761781215667724,0.2761781215667724,0.6693845056526838,-1.6024460550874156,0.4017344312567472,1.8337812695045592,2.6419265011802913,0.4624082089932961,1,2.6335379101576484,13.922940983737329
lahotel101.com,lahotel101,.com,1,10,0,1,1,hotel,0,6.072532206405748,0.4491921819287963,0.2854001522064209,0.2854001522064209,0.6693845056526838,-1.6024460550874156,-0.837991106715165,1.6843473332511492,0.29568101052424095,0.14270245881045066,0,,
true-hotel.net,true-hotel,.net,0,10,1,0,2,hotel,0,2.348706798759481,0.570144381802305,0.311516523361206,0.311516523361206,0.6693845056526838,-1.6024460550874156,-0.275298021286459,1.7867246972684478,1.0116614728575377,0.21554204705759317,0,,
trustedhotelexperts.com,trustedhotelexperts,.com,1,19,0,0,1,hotel,0,5.481699974833608,0.5122181870979746,0.3936720887819926,0.3936720887819926,0.6693845056526838,-1.6024460550874156,-0.5902638529319356,1.6924423082932207,0.91225547076356,0.20400942193069713,0,,
hotelchicago.io,hotelchicago,.io,0,12,0,0,1,hotel,0,1.6856915367980232,0.2691683035183377,0.2872196833292643,0.2872196833292643,0.6693845056526838,-1.6024460550874156,-0.28918031322738336,1.755343409390297,0.617908603266387,0.17257822234474704,0,,
elitehotelbot.org,elitehotelbot,.org,0,13,0,0,1,hotel,0,4.562553782339542,0.4039612318383236,0.2696446577707926,0.2696446577707926,0.6693845056526838,-1.6024460550874156,0.08668306538813009,1.724195964350643,1.3695023800441417,0.2608899157642961,0,,
easyhotelcentral.net,easyhotelcentral,.net,0,16,0,0,1,hotel,0,7.88483403810683,0.3016000298126631,0.3140930334726969,0.3140930334726969,0.6693845056526838,-1.6024460550874156,-0.0627293189074142,1.8053521325295665,1.075194621231708,0.2231568172796454,1,1.0463131464536046,2.8471347749249567
experthotelhub.org,experthotelhub,.org,0,14,0,0,1,hotel,0,0.7535298096819915,0.3208615625510438,0.3766096631685893,0.3766096631685893,0.6693845056526838,-1.6024460550874156,-0.08868214913180522,1.6927226974646625,0.9850678302308769,0.2124111311983247,0,,
prohotelai.com,prohotelai,.com,1,10,0,0,1,hotel,0,2.058263871666492,0.1182010325100292,0.3115610281626383,0.3115610281626383,0.6693845056526838,-1.6024460550874156,-0.05571470498302127,1.6097053445219518,1.33529296915928,0.25629888926778666,0,,
hotelmarket1.com,hotelmarket1,.com,1,12,0,1,1,hotel,0,4.6938036957651965,0.5350321094929074,0.1788302262624105,0.1788302262624105,0.6693845056526838,-1.6024460550874156,0.07118588421698019,1.6249516820130565,1.8308503632097963,0.3277443654726917,1,1.7857523511379727,5.964065331418234
localhotellive.com,localhotellive,.com,1,14,0,0,1,hotel,0,2.939303852281085,0.3167816006621988,0.3061181306838989,0.3061181306838989,0.6693845056526838,-1.6024460550874156,-0.3529876146800877,1.6929574050067266,1.0763639334487816,0.22329874605109964,0,,
hotelboston24.org,hotelboston24,.org,0,13,0,1,1,hotel,0,4.148254004979779,0.4354401124843071,0.3230647246042887,0.3230647246042887,0.6693845056526838,-1.6024460550874156,0.24739737431466777,1.635582806867903,1.089554295004533,0.22490421871572278,1,1.0525479872215662,2.864941660756165
hotelquick.com,hotelquick,.com,1,10,0,0,1,hotel,0,2.310834900381171,0.4414199919682991,0.1147371530532836,0.1147371530532836,0.6693845056526838,-1.6024460550874156,0.23193308963491935,1.7683245657765112,2.314497904925842,0.40616272202690284,1,2.4133361927229737,11.17116821568435
tophotel.com,tophotel,.com,1,8,0,0,1,hotel,0,3.497169309264016,0.0,0.1976232727368672,0.1976232727368672,0.6693845056526838,-1.6024460550874156,0.13476327817963535,1.698246151333501,1.9021460346438617,0.33883329550367897,0,,
easyhotel.com,easyhotel,.com,1,9,0,0,1,hotel,0,3.024039918416606,0.2197003237765261,0.2149600783983866,0.2149600783983866,0.6693845056526838,-1.6024460550874156,0.1947867049629421,1.9254761285242616,2.191483442149485,0.3855725252744084,1,2.1978114277931504,9.00528320418615
elitehotelexperts.com,elitehotelexperts,.com,1,17,0,0,1,hotel,0,6.690370387757717,0.6144951268338144,0.391322374343872,0.391322374343872,0.6693845056526838,-1.6024460550874156,0.10374630028303082,1.5964904369111765,1.114194302829244,0.22792519006638773,1,1.0789434104783322,2.9415698766212137
hoteleasy.com,hoteleasy,.com,1,9,0,0,1,hotel,0,3.8676709570075887,0.0686082861185922,0.2074881394704183,0.2074881394704183,0.6693845056526838,-1.6024460550874156,0.7122756559558736,1.7517982588189311,2.105853796970529,0.37147310768803926,0,,
hotelprime.com,hotelprime,.com,1,10,0,0,1,hotel,0,4.065601071941761,0.5018887118614862,0.1703176895777384,0.1703176895777384,0.6693845056526838,-1.6024460550874156,-0.030482959868378463,1.6452713626416937,1.4303963328515357,0.26919265406108217,0,,
hotelapp.ai,hotelapp,.ai,0,8,0,0,1,hotel,0,2.5931512120144182,0.371327478891818,0.2078777551651001,0.2078777551651001,0.6693845056526838,-1.6024460550874156,-0.10747912641710186,1.6960354972915328,0.9875901049955998,0.2127066517839018,0,,
hotelworld.com,hotelworld,.com,1,10,0,0,1,hotel,0,2.477961547560539,0.2154022734652251,0.1137613256772359,0.1137613256772359,0.6693845056526838,-1.6024460550874156,-0.26373465312508226,1.7468211623893908,1.7221629179061149,0.31120625990437445,1,1.7771122748129033,5.912757323481509
hotelsolutions.com,hotelsolutions,.com,1,14,0,0,1,hotel,0,2.561172310109094,0.3343229756333257,0.322852631409963,0.322852631409963,0.6693845056526838,-1.6024460550874156,-0.36129193470224286,1.5494778945322043,1.1213963816285881,0.22881357831817586,0,,
localhotelhub.net,localhotelhub,.net,0,13,0,0,1,hotel,0,4.206669682772115,0.1734509297022386,0.3834642966588338,0.3834642966588338,0.6693845056526838,-1.6024460550874156,-0.43556512566037636,1.7544536938651893,0.532030813122292,0.1641623620287355,0,,
freehotelgroup.com,freehotelgroup,.com,1,14,0,0,1,hotel,0,2.5790195607798485,0.0,0.304501752058665,0.304501752058665,0.6693845056526838,-1.6024460550874156,-0.31107905963082144,1.8877402015040805,1.6530865866176094,0.30093711297998965,1,1.5829970800816784,4.869528329190248
hotelplus.net,hotelplus,.net,0,9,0,0,1,hotel,0,3.9505899181847135,0.442178029713245,0.1130543152491251,0.1130543152491251,0.6693845056526838,-1.6024460550874156,-0.02473813357822496,1.6992325406526596,1.7212858096275643,0.3110746651996407,1,1.7048868181396342,5.500763045382505
hotelfree1.com,hotelfree1,.com,1,10,0,1,1,hotel,0,11.533322789469027,0.1636715646027528,0.3089556097984314,0.3089556097984314,0.6693845056526838,-1.6024460550874156,0.11700329497420006,1.756292233066588,1.5831127064613217,0.2907341582043976,1,1.5250435830618636,4.595343844097404
hotelteam.com,hotelteam,.com,1,9,0,0,1,hotel,0,5.5994860797633565,0.1508911936812975,0.1931516329447428,0.1931516329447428,0.6693845056526838,-1.6024460550874156,0.017899720493256624,1.817501339972179,1.5605628164435088,0.28748996755725675,0,,
fasthotel.org,fasthotel,.org,0,9,0,0,1,hotel,0,2.7302300708957,0.6649627862471579,0.2470215161641439,0.2470215161641439,0.6693845056526838,-1.6024460550874156,-0.2679373471003995,1.7223913245199873,1.3340514287942675,0.2561332695504926,1,1.1842773695246216,3.26832417725551
instant-hotel-app.com,instant-hotel-app,.com,1,17,1,0,3,hotel,0,6.825928346583432,0.3822786356853133,0.3023910522460937,0.3023910522460937,0.6693845056526838,-1.6024460550874156,0.3150645974069871,1.6890307894396286,1.591715030369212,0.29197742756368006,0,,
austinhotel.com,austinhotel,.com,1,11,0,0,1,hotel,0,2.5990728263718457,0.3133672059885739,0.3565447529157003,0.3565447529157003,0.6693845056526838,-1.6024460550874156,0.25879443530533164,1.553448692224407,1.4925564388392334,0.27783815803140105,0,,
sfhotel360.com,sfhotel360,.com,1,10,0,1,1,hotel,0,0.9773849218049862,0.1207388838974568,0.3836603959401449,0.3836603959401449,0.6693845056526838,-1.6024460550874156,-0.055876907597705944,1.786786862073745,1.1475665221167661,0.23206217622419575,1,1.1420124127712554,3.133067049427615
quickhotelbot.co,quickhotelbot,.co,0,13,0,0,1,hotel,0,1.8132996804452783,0.6106603223264296,0.3737942377726237,0.3737942377726237,0.6693845056526838,-1.6024460550874156,-0.2285206506326492,1.7264541317438353,0.5336727288959406,0.16432012753292938,0,,
miamihotel360.com,miamihotel360,.com,1,13,0,1,1,hotel,0,1.0806090824343335,0.1031174312863732,0.454945961634318,0.454945961634318,0.6693845056526838,-1.6024460550874156,0.1919497722904298,1.654492896411094,0.8529029200310349,0.19734556401579947,0,,
hotelglobal.com,hotelglobal,.com,1,11,0,0,1,hotel,0,2.688791697392209,0.3496367295287199,0.1552466551462809,0.1552466551462809,0.6693845056526838,-1.6024460550874156,0.06579075562013656,1.7456353413443626,1.9413538730290667,0.34500870680643175,1,1.9066471817563966,6.730484833874431
securehotel.net,securehotel,.net,0,11,0,0,1,hotel,0,3.357011110063036,0.0839928249800706,0.2774205803871155,0.2774205803871155,0.6693845056526838,-1.6024460550874156,-0.5068445407952666,1.6888131759776526,0.4145492525355492,0.1531876447808827,0,,
hotelexpert.com,hotelexpert,.com,1,11,0,0,1,hotel,0,9.07807701200453,0.6395952001088955,0.2851969003677368,0.2851969003677368,0.6693845056526838,-1.6024460550874156,-0.02379308959454171,1.6932335140329051,2.212871621860229,0.38912544264110066,0,,
hotelseattle.org,hotelseattle,.org,0,12,0,0,1,hotel,0,4.0396434141709125,0.4265923495880754,0.4131317138671875,0.4131317138671875,0.6693845056526838,-1.6024460550874156,0.09171253422603336,1.7840108970108437,0.8125468189444438,0.19290909705611745,0,,
expert-hotel-market.io,expert-hotel-market,.io,0,19,1,0,3,hotel,0,2.911125227949434,0.4046028141347385,0.3522715965906779,0.3522715965906779,0.6693845056526838,-1.6024460550874156,-0.3148931752707138,1.6284370116162397,0.15541542763106964,0.13110665862151036,0,,
hoteltrusted.com,hoteltrusted,.com,1,12,0,0,1,hotel,0,5.461062395230808,0.3220558466859685,0.1674397786458333,0.1674397786458333,0.6693845056526838,-1.6024460550874156,0.06644518749310505,1.8192928274080478,1.9690494260271794,0.3494027766141077,1,1.856883742887655,6.403749914294644
prohotel.com,prohotel,.com,1,8,0,0,1,hotel,0,0.8810145081113773,0.3482813005278697,0.2416627605756124,0.2416627605756124,0.6693845056526838,-1.6024460550874156,-0.5091878698402261,1.623692711472675,1.3372253683371802,0.2565568081634263,0,,
hotel-secure.com,hotel-secure,.com,1,12,1,0,2,hotel,0,3.824274342361464,0.2019191038891611,0.2891842524210612,0.2891842524210612,0.6693845056526838,-1.6024460550874156,0.46766513500425977,1.682491491853726,1.80260982008229,0.32340375992272097,1,1.7037598921359953,5.494567584035722
directhotelapp.com,directhotelapp,.com,1,14,0,0,1,hotel,0,5.272576361966888,0.1311934059183941,0.2847733100255331,0.2847733100255331,0.6693845056526838,-1.6024460550874156,0.4367824947708011,1.8893433000474733,2.2279123281534443,0.39163103944102073,0,,
hoteldirect.com,hoteldirect,.com,1,11,0,0,1,hotel,0,1.36731402884233,0.5033106402726276,0.1729414860407511,0.1729414860407511,0.6693845056526838,-1.6024460550874156,-0.08838106700603765,1.8256959854535408,1.2131306028979298,0.24034142397424335,0,,
easy-hotel.net,easy-hotel,.net,0,10,1,0,2,hotel,0,6.594608530802399,0.4575538136445365,0.2374082803726196,0.2374082803726196,0.6693845056526838,-1.6024460550874156,0.1272090182436756,1.7433159239217824,1.0872509559219905,0.2246232770129793,0,,
hotelgroup.net,hotelgroup,.net,0,10,0,0,1,hotel,0,4.067781824001287,0.5183899503747214,0.2163451910018921,0.2163451910018921,0.6693845056526838,-1.6024460550874156,-0.8434726880299562,1.6602651872820497,0.08217690091881497,0.12537607544825355,0,,
trustedhotelworld.com,trustedhotelworld,.com,1,17,0,0,1,hotel,0,2.58784957692571,0.3283369973943155,0.3133207559585571,0.3133207559585571,0.6693845056526838,-1.6024460550874156,-0.4047216810928665,1.6931658199861557,0.5083440568605122,0.16189991916007979,0,,
hotelmiami.com,hotelmiami,.com,1,10,0,0,1,hotel,0,4.853349667561567,0.3055189223482935,0.303848385810852,0.303848385810852,0.6693845056526838,-1.6024460550874156,-0.10282262205324542,1.7413696296890029,1.413522913938358,0.2668753668845877,0,,
hotelnyc.com,hotelnyc,.com,1,8,0,0,1,hotel,0,12.967104334404487,0.372735061425098,0.3028018275896708,0.3028018275896708,0.6693845056526838,-1.6024460550874156,-0.37524655749940067,1.738509463109315,0.5750495045882231,0.16833616579322178,1,0.6476571501329428,1.9110582574837374
hotelai.com,hotelai,.com,1,7,0,0,1,hotel,0,3.702912799463452,0.4305339856507617,0.1170523961385091,0.1170523961385091,0.6693845056526838,-1.6024460550874156,0.25003876892073057,1.72823793015207,1.7086137955392702,0.3091768652035954,1,1.6474803749085323,5.193876704566885
fasthotelexperts101.com,fasthotelexperts101,.com,1,19,0,1,1,hotel,0,3.8533093549009942,0.1725135504483268,0.4372461636861166,0.4372461636861166,0.6693845056526838,-1.6024460550874156,0.6990537857617979,1.7330410033954124,1.69108392634185,0.3065621198625051,1,1.692504004118424,5.433068111497865
hotelsf.org,hotelsf,.org,0,7,0,0,1,hotel,0,2.5203139076059182,0.4048090201524977,0.4496869444847107,0.4496869444847107,0.6693845056526838,-1.6024460550874156,-0.4118151518002557,1.718357595745738,0.2722336747020496,0.14070625233775322,0,,
instanthotel1.com,instanthotel1,.com,1,13,0,1,1,hotel,0,1.99390171174476,0.6461456774402173,0.3127044439315796,0.3127044439315796,0.6693845056526838,-1.6024460550874156,-0.2931121914298174,1.6201493056709462,1.0331524592852668,0.21809657290203574,0,,
hotel-miami.com,hotel-miami,.com,1,11,1,0,2,hotel,0,5.464111290016986,0.5240306822559785,0.3185240427652995,0.3185240427652995,0.6693845056526838,-1.6024460550874156,0.0824069289084756,1.6941867451492805,1.4514707103358482,0.2721046599329299,1,1.332964305475837,3.7922681838299837
freehotel.com,freehotel,.com,1,9,0,0,1,hotel,0,1.9864511489545376,0.2681446261777619,0.3380422790845235,0.3380422790845235,0.6693845056526838,-1.6024460550874156,0.5638906519748672,1.8086775288410948,2.282579531784932,0.4007852434216592,0,,
truehotelplus.com,truehotelplus,.com,1,13,0,0,1,hotel,0,3.465787024442105,0.5423322632313632,0.3383064270019531,0.3383064270019531,0.6693845056526838,-1.6024460550874156,-0.42783100938896607,1.6260408607180576,1.0582912273313694,0.221112303130999,0,,
fasthotelgroup.com,fasthotelgroup,.com,1,14,0,0,1,hotel,0,2.49279739564018,0.6944177013985785,0.3059083223342895,0.3059083223342895,0.6693845056526838,-1.6024460550874156,0.08716264280742969,1.720343163599005,1.808784951755304,0.32435032369209515,1,1.786937169038826,5.971135850596474
hotelportal.com,hotelportal,.com,1,11,0,0,1,hotel,0,4.425520485780029,0.3328313619434995,0.0956928730010986,0.0956928730010986,0.6693845056526838,-1.6024460550874156,0.637454597784588,1.6699272902204796,2.379831929728488,0.4172390742737069,0,,
austinhotel360.com,austinhotel360,.com,1,14,0,1,1,hotel,0,4.055999987358612,0.3926862148135076,0.4615478714307149,0.4615478714307149,0.6693845056526838,-1.6024460550874156,-0.5781157018627435,1.744415638873996,0.6143867191563088,0.17222647129747587,0,,
experthotelpro.net,experthotelpro,.net,0,14,0,0,1,hotel,0,6.187455689366984,0.4332057564823113,0.3969502449035644,0.3969502449035644,0.6693845056526838,-1.6024460550874156,-0.4483742223960412,1.7044169500368016,0.6149318456599278,0.17228087908834458,0,,
globalhotel24.com,globalhotel24,.com,1,13,0,1,1,hotel,0,2.444865621016892,0.1775356785187861,0.2897997697194417,0.2897997697194417,0.6693845056526838,-1.6024460550874156,-0.14826231226129338,1.8536990977201206,1.386672295728654,0.2632141359774534,0,,
true-hotel-connect101.com,true-hotel-connect101,.com,1,21,1,1,3,hotel,0,2.823776119875796,0.6754223474556806,0.3225421905517578,0.3225421905517578,0.6693845056526838,-1.6024460550874156,-0.18220594449939384,1.7760342568573675,0.9423293035395539,0.20744930303839051,0,,
hotelcentral.com,hotelcentral,.com,1,12,0,0,1,hotel,0,1.8454843632235465,0.0629842707872862,0.1289592186609904,0.1289592186609904,0.6693845056526838,-1.6024460550874156,0.2844104507137756,1.6305633512599702,1.8370020152873663,0.3286938351074957,0,,
hotelsecure.com,hotelsecure,.com,1,11,0,0,1,hotel,0,2.5432023228070366,0.3875248900843131,0.3742069005966186,0.3742069005966186,0.6693845056526838,-1.6024460550874156,0.08458090193729331,1.789205845451243,1.289631841109138,0.25025406927112204,0,,
globalhotel.co,globalhotel,.co,0,11,0,0,1,hotel,0,4.163600879218074,0.1477062967778362,0.2953890959421794,0.2953890959421794,0.6693845056526838,-1.6024460550874156,-0.6212367208747449,1.6735354560211821,0.5598879648420718,0.166855569994768,0,,
hotelgroup360.org,hotelgroup360,.org,0,13,0,1,1,hotel,0,5.228859419080769,0.3376649941760994,0.3318711121877035,0.3318711121877035,0.6693845056526838,-1.6024460550874156,0.1803936410152838,1.6893478948119445,1.0835266465649527,0.22416954503622508,0,,
quickhotel.com,quickhotel,.com,1,10,0,0,1,hotel,0,1.909231500807092,0.1755900507386908,0.2499127388000488,0.2499127388000488,0.6693845056526838,-1.6024460550874156,-0.20213861057447766,1.760613126130717,1.2143540134814566,0.2404978157481591,0,,
truehotelsite.org,truehotelsite,.org,0,13,0,0,1,hotel,0,5.594385760344955,0.2271253033018361,0.2833771705627441,0.2833771705627441,0.6693845056526838,-1.6024460550874156,0.4460565259294336,1.6961678109437364,1.3925163428648866,0.2640082493732205,0,,
finance.com,finance,.com,1,7,0,0,1,finance,1,7.488606373644863,0.0,0.0,0.0,0.5488277801003991,-1.4939450020903593,-0.21965563775292188,1.7104906893861556,1.4455497497521093,0.27128452655474383,1,1.3853629627547637,3.996276141006786
financepro.com,financepro,.com,1,10,0,0,1,finance,0,4.2548560979457015,0.2132025151466477,0.3870193163553874,0.3870193163553874,0.5488277801003991,-1.4939450020903593,-0.2228153490857825,1.5771014191592476,3.098337106360575,0.5421090125961178,1,3.074827754562688,21.646153139275672
simplefinancebot.com,simplefinancebot,.com,1,16,0,0,1,finance,0,10.237705144721362,0.1851178012949872,0.3790611028671264,0.3790611028671264,0.5488277801003991,-1.4939450020903593,0.189396063781586,1.5895464998730102,1.4485968601039847,0.27170639883717795,0,,
onlinefinancebot.com,onlinefinancebot,.com,1,16,0,0,1,finance,0,2.086997605049482,0.1555065490136685,0.3830591837565104,0.3830591837565104,0.5488277801003991,-1.4939450020903593,0.2670242688179278,1.5865525525964705,1.2625226473453808,0.24671047858344938,0,,
freefinancebot.com,freefinancebot,.com,1,14,0,0,1,finance,0,1.5733501163013508,0.3361712686153739,0.3147188822428385,0.3147188822428385,0.5488277801003991,-1.4939450020903593,0.15683477737767124,1.5938111242119162,1.6843052546921977,0.3055543312879872,0,,
financebest101.com,financebest101,.com,1,14,0,1,1,finance,0,1.1419848565221733,0.3361847002437754,0.456353227297465,0.456353227297465,0.5488277801003991,-1.4939450020903593,-0.5899590610846829,1.7269975485241442,0.41410264334912683,0.15314709490506742,0,,
localfinancetoday1.com,localfinancetoday1,.com,1,18,0,1,1,finance,0,8.14681120006577,0.4183813160035546,0.6972719232241313,0.6972719232241313,0.5488277801003991,-1.4939450020903593,0.18831205397488787,1.6893659275691435,0.5909016609796808,0.1698953895737131,0,,
bostonfinance24.ai,bostonfinance24,.ai,0,15,0,1,1,finance,0,4.916610615485186,0.6429733685542667,0.459644893805186,0.459644893805186,0.5488277801003991,-1.4939450020903593,-0.3620078180860396,1.775857740401285,0.74278243575557,0.18541952057652414,0,,
sf-finance.com,sf-finance,.com,1,10,1,0,2,finance,0,3.2112144452746296,0.5439274547652688,0.3723196188608805,0.3723196188608805,0.5488277801003991,-1.4939450020903593,0.08234663905589222,1.8204737603922596,1.3200136680049241,0.25426553975234595,0,,
expert-finance-pro.com,expert-finance-pro,.com,1,18,1,0,3,finance,0,3.927413928383452,0.4874235302397571,0.4357357819875082,0.4357357819875082,0.5488277801003991,-1.4939450020903593,-0.49830705238967105,1.556604861525732,0.3823636184860341,0.15028781460678015,0,,
truefinance.com,truefinance,.com,1,11,0,0,1,finance,0,1.689962892546718,0.222298193569887,0.4154843091964721,0.4154843091964721,0.5488277801003991,-1.4939450020903593,0.15621275164007226,1.6446957542665024,1.4062413158194487,0.2658792865677357,0,,
financebest.com,financebest,.com,1,11,0,0,1,finance,0,14.40321128712423,0.1655799841509755,0.3623214364051819,0.3623214364051819,0.5488277801003991,-1.4939450020903593,-0.2823096165075804,1.5449661987488446,1.2489398300760788,0.24494773348621957,0,,
financeboston.com,financeboston,.com,1,13,0,0,1,finance,0,3.58777670772742,0.7492120159786424,0.5129170417785645,0.5129170417785645,0.5488277801003991,-1.4939450020903593,-0.44892212759118255,1.5768537498604578,0.5811785870967152,0.16893766700976937,0,,
myfinance.com,myfinance,.com,1,9,0,0,1,finance,0,3.5453499682545906,0.2533736257890743,0.3797982136408488,0.3797982136408488,0.5488277801003991,-1.4939450020903593,0.2498370477688398,1.5886556232598656,1.2058722117218794,0.239414995343764,0,,
financelocal.net,financelocal,.net,0,12,0,0,1,finance,0,5.131817958799194,0.3844813218125191,0.5794986089070638,0.5794986089070638,0.5488277801003991,-1.4939450020903593,0.08457558258686294,1.5544898341492572,0.7826010249237186,0.1896663988773348,0,,
finance-best.net,finance-best,.net,0,12,1,0,2,finance,0,4.430912474544592,0.3737122409567796,0.3567508856455485,0.3567508856455485,0.5488277801003991,-1.4939450020903593,-0.21489188048751398,1.5549112422484461,0.43729037409166827,0.15526406826585165,0,,
financenow101.net,financenow101,.net,0,13,0,1,1,finance,0,3.797452376153739,0.3787193548922695,0.4878339171409607,0.4878339171409607,0.5488277801003991,-1.4939450020903593,0.5079125971573725,1.6275194737986989,1.6437938570293058,0.29957042363496467,1,1.7040166120184557,5.495978329855569
financeonline.com,financeonline,.com,1,13,0,0,1,finance,0,2.066208585697882,0.191649545039333,0.3342628479003906,0.3342628479003906,0.5488277801003991,-1.4939450020903593,-0.15422834754940984,1.5417247506094067,1.0963093489283378,0.22572958043725386,0,,
myfinancepro.com,myfinancepro,.com,1,12,0,0,1,finance,0,4.405620068943512,0.3565103360975317,0.5597877502441406,0.5597877502441406,0.5488277801003991,-1.4939450020903593,0.011237685889827131,1.7064323808113298,0.5440337065582055,0.16531848527115783,0,,
sf-finance1.com,sf-finance1,.com,1,11,1,1,2,finance,0,10.26987341219073,0.3026361176751579,0.3842894236246745,0.3842894236246745,0.5488277801003991,-1.4939450020903593,0.09411970668751032,1.565641941086918,1.1922332244814102,0.23768080466190075,0,,
financeeasy.com,financeeasy,.com,1,11,0,0,1,finance,0,7.442836511203707,0.1777244308759261,0.3442527850468954,0.3442527850468954,0.5488277801003991,-1.4939450020903593,-0.21688307694501474,1.8638277416880307,1.8517047611193815,0.3309687817277331,0,,
instantfinancelive.com,instantfinancelive,.com,1,18,0,0,1,finance,0,8.635762196601354,0.5591544972806796,0.3885494669278463,0.3885494669278463,0.5488277801003991,-1.4939450020903593,0.16489770268997525,1.6029514680031676,1.7886735909848592,0.3212728407241411,0,,
financesite.org,financesite,.org,0,11,0,0,1,finance,0,2.443107010301478,0.1231997396850229,0.4164618253707886,0.4164618253707886,0.5488277801003991,-1.4939450020903593,-0.18670832150765354,1.6448236354336834,1.1631340385199844,0.23400983729574662,0,,
financeseattle.com,financeseattle,.com,1,14,0,0,1,finance,0,1.8335190672443096,0.1694512195946001,0.6967875361442566,0.6967875361442566,0.5488277801003991,-1.4939450020903593,-0.1440734127756732,1.5354349293230365,0.2985989923816676,0.1429525282261642,0,,
securefinancelive.co,securefinancelive,.co,0,17,0,0,1,finance,0,3.078762861466814,0.5169441678161727,0.3440926472345988,0.3440926472345988,0.5488277801003991,-1.4939450020903593,0.47692492393116936,1.7755495647305304,1.8141216974230567,0.325169533263283,0,,
expertfinance.com,expertfinance,.com,1,13,0,0,1,finance,0,3.4330014861379943,0.3144473436740362,0.4620426893234253,0.4620426893234253,0.5488277801003991,-1.4939450020903593,-0.36420511837935154,1.7286222785445524,0.7076448723520952,0.18173322646392334,0,,
financetrusted.com,financetrusted,.com,1,14,0,0,1,finance,0,6.401388443174035,0.6128036716954954,0.5017890532811483,0.5017890532811483,0.5488277801003991,-1.4939450020903593,-0.8444731158253215,1.6628154937392081,0.3423114815999544,0.1467425081025647,0,,
freefinance.io,freefinance,.io,0,11,0,0,1,finance,0,1.202642503699047,0.1337848818590745,0.3756054242451986,0.3756054242451986,0.5488277801003991,-1.4939450020903593,0.5638279482541629,1.531318020177954,1.0785244826150617,0.22356115834791845,0,,
elitefinance.com,elitefinance,.com,1,12,0,0,1,finance,0,8.312248847378882,0.4624568525414001,0.2932057778040568,0.2932057778040568,0.5488277801003991,-1.4939450020903593,0.892264783412451,1.6559155742982887,2.1786061079169765,0.38343923453039747,0,,
